country,country_risk,asn_reputation_risk,device_type,is_new_country,is_new_device,round_trip_time_ms,hour_of_day,is_attack_ip,login_successful,is_account_takeover
Netherlands,0.08,0.03628589540646707,mobile,0,1,48.59410759732242,6,0,1,0
Japan,0.05,0.1261045860390105,desktop,0,0,55.034211102671925,19,0,1,0
United Kingdom,0.06,0.4877075654489757,tablet,0,0,237.12144188826164,2,0,1,0
United Kingdom,0.06,0.3678009992965309,desktop,0,0,63.218791554478855,23,1,1,0
Netherlands,0.08,0.31699507190759085,desktop,0,0,47.15482638701218,12,0,1,0
Germany,0.05,0.2708013214835847,desktop,0,0,91.15079603716478,4,0,1,1
Brazil,0.2,0.3455352899368045,desktop,0,0,62.647116609229904,3,0,1,1
United Kingdom,0.06,0.18660626981966882,desktop,0,0,77.31303802902268,4,0,1,0
Japan,0.05,0.2782576982215311,desktop,1,0,75.18309844510716,18,0,1,0
Netherlands,0.08,0.18445269634382427,desktop,0,0,103.47857985435188,3,1,1,0
Germany,0.05,0.23462043684056155,desktop,0,0,83.39380681917206,13,0,1,0
Germany,0.05,0.3395545970676084,mobile,0,0,54.49401309965088,1,0,1,0
Romania,0.4,0.36907066147572287,desktop,0,0,110.6942740328313,10,0,1,0
Germany,0.05,0.17793730585765058,desktop,0,0,62.44910155471001,20,0,1,1
Canada,0.05,0.04219716001013087,desktop,0,0,55.43159652372256,19,0,1,0
Canada,0.05,0.5201708320590109,desktop,0,1,271.56315098624077,12,1,1,1
Germany,0.05,0.024838527795529926,mobile,0,0,32.45236310492498,6,0,1,0
Netherlands,0.08,0.37158042580186784,desktop,0,0,59.56291068863658,7,0,1,0
Netherlands,0.08,0.1223935132632934,mobile,0,1,84.67584743231598,7,0,1,0
Canada,0.05,0.1719181501182697,mobile,0,0,45.75706948088571,5,0,1,0
Netherlands,0.08,0.11768106334089996,desktop,0,0,134.02286357177113,15,0,1,0
United Kingdom,0.06,0.2205032147244834,mobile,0,0,33.64160578463291,4,0,1,0
United States,0.05,0.10105263195788977,mobile,0,0,56.0297050405128,23,0,1,1
Australia,0.06,0.0897435861931292,mobile,0,0,43.78804036471604,2,0,1,0
Pakistan,0.45,0.24429961536699094,mobile,1,1,101.62866220720636,14,0,1,1
United States,0.05,0.1798308159569596,desktop,0,0,92.60781420908172,15,0,0,1
United Kingdom,0.06,0.08659686801149491,desktop,0,1,67.14714194901987,15,0,0,1
France,0.07,0.2848287972181502,desktop,0,0,44.80763156392753,15,0,1,0
Netherlands,0.08,0.29622530573889405,mobile,0,0,48.45026596684731,10,0,0,1
United States,0.05,0.08569683296622846,desktop,0,1,80.43872185463927,3,1,1,1
Canada,0.05,0.14554547979271085,desktop,0,0,58.16892173847615,14,0,1,0
Japan,0.05,0.2644098927909249,tablet,0,0,60.53885165222238,5,0,1,0
Canada,0.05,0.21094956829774944,desktop,0,0,71.8216263391027,4,0,1,0
United Kingdom,0.06,0.0920243183886791,desktop,0,0,63.79011719851307,19,1,1,0
United Kingdom,0.06,0.012006553711096714,desktop,0,0,39.949644142466575,3,0,1,0
Canada,0.05,0.16824178625157094,mobile,0,0,46.25580612066477,12,0,1,1
France,0.07,0.08785899091155837,desktop,0,0,46.649550529168145,8,0,1,0
Netherlands,0.08,0.23314591508609692,desktop,0,0,57.13179958019561,4,0,1,0
Australia,0.06,0.2342752945370285,tablet,0,0,76.06079926386764,22,0,1,0
Japan,0.05,0.5124860902968184,desktop,0,0,152.18261221078177,15,1,1,1
Indonesia,0.3,0.06096960895634047,desktop,0,1,111.64325466354435,11,0,1,0
Canada,0.05,0.19205689339811127,mobile,0,0,45.03954092708615,20,0,1,0
Canada,0.05,0.04084984755943564,desktop,0,1,82.04316065171591,8,0,1,0
India,0.18,0.06217738027111596,desktop,0,0,55.962823890995224,7,0,1,0
Germany,0.05,0.5730290863001667,mobile,0,0,241.19810938594208,0,1,1,0
Japan,0.05,0.3450499031730628,mobile,0,1,71.01801527481014,18,0,1,1
Japan,0.05,0.03299195094525533,desktop,0,0,60.5481897341673,23,0,1,0
United States,0.05,0.2606456004481696,mobile,1,0,81.12616288928339,20,0,1,0
France,0.07,0.18539632830208025,mobile,0,0,78.96244425479816,0,0,1,0
United Kingdom,0.06,0.29693148736195646,mobile,0,0,64.52284030865745,8,0,1,0
United Kingdom,0.06,0.18289184947027082,mobile,0,0,90.72899464167676,23,0,1,0
France,0.07,0.05073179090095824,mobile,0,0,125.03995597761167,22,0,1,0
Germany,0.05,0.22907900151288008,desktop,0,0,101.63216716387974,5,0,1,0
Netherlands,0.08,0.20607500071412843,desktop,0,0,69.95739074005829,9,0,1,0
Brazil,0.2,0.1953321597877771,desktop,0,0,137.2538627708504,13,0,0,1
Netherlands,0.08,0.12772912111039705,desktop,0,0,87.24650442691228,2,0,1,0
Germany,0.05,0.13167660562261502,tablet,0,0,50.18909427777978,9,0,1,0
Germany,0.05,0.19395259015816568,desktop,1,0,75.1299155017591,18,0,1,0
Germany,0.05,0.07696336177870491,desktop,0,0,68.31546350527792,18,0,1,0
United Kingdom,0.06,0.08137424528055663,desktop,0,0,60.97793379240041,4,0,1,0
Russia,0.6,0.1525269547089192,mobile,0,0,82.27191803965869,12,0,1,0
Canada,0.05,0.06148250092392271,mobile,0,1,38.18131171039552,4,0,1,0
Germany,0.05,0.09756130655560831,desktop,0,0,129.16523829810606,17,0,1,0
Netherlands,0.08,0.2955031117145086,mobile,0,0,91.30249916744957,15,0,1,1
Canada,0.05,0.15835943437134806,desktop,0,0,38.687333015543565,16,0,1,0
United States,0.05,0.19724103777400995,tablet,0,1,90.92449428002399,12,0,1,0
United Kingdom,0.06,0.6734612470855541,mobile,1,0,344.9442637055372,8,0,1,1
Australia,0.06,0.20495035545180898,desktop,0,0,123.08246699525138,1,0,1,1
Netherlands,0.08,0.13569091444702455,mobile,0,0,134.74909903154438,18,0,1,1
United Kingdom,0.06,0.36377843389018555,desktop,0,0,142.93454966042606,19,0,0,1
Brazil,0.2,0.2324782590234285,desktop,1,1,66.87155552606653,10,0,1,0
Netherlands,0.08,0.2877257626336063,desktop,0,0,89.057790296112,0,0,0,1
Netherlands,0.08,0.13023996186483566,desktop,0,0,62.29408632110581,13,0,1,0
Germany,0.05,0.11790888948288887,tablet,0,0,103.79836056110503,4,0,1,0
United States,0.05,0.04157550894723945,mobile,0,0,34.58753285767042,22,0,1,0
Netherlands,0.08,0.10053278069260534,mobile,0,0,47.162976800486575,15,0,1,0
Germany,0.05,0.2313845644782234,tablet,0,0,63.316417478963494,23,0,1,1
Australia,0.06,0.357974089826885,desktop,0,1,72.16287059471092,18,0,1,0
Japan,0.05,0.4036894642415819,desktop,0,1,162.9468407915249,21,1,0,1
United Kingdom,0.06,0.005419677924637683,mobile,0,0,115.12560471535026,10,0,1,0
Netherlands,0.08,0.029878475672148772,desktop,0,0,58.7020007972986,22,0,1,0
Russia,0.6,0.02506855581106729,mobile,0,1,46.887321886029376,10,0,0,1
Japan,0.05,0.3115452941675556,desktop,0,1,64.3514252057048,9,0,1,0
France,0.07,0.24758150934855225,desktop,0,0,59.61336195358788,22,0,0,0
Nigeria,0.55,0.16349648187313115,desktop,1,0,89.44496940419188,8,0,1,1
France,0.07,0.1040512696044312,desktop,0,0,125.68145320348445,7,0,1,0
Japan,0.05,0.1682512649852551,desktop,0,0,121.78443733574926,12,0,1,0
Netherlands,0.08,0.11792439627395536,desktop,0,0,107.91079750054249,13,0,1,0
Japan,0.05,0.04551387849756744,desktop,0,0,60.37992053669573,13,0,1,1
Germany,0.05,0.5290802659663526,mobile,0,0,642.6758951520112,15,1,1,1
United Kingdom,0.06,0.16590568522769283,desktop,0,0,85.50833493039228,11,1,1,0
Germany,0.05,0.06323410977578864,desktop,0,1,56.276747161512745,22,0,1,1
France,0.07,0.12692016100546946,desktop,0,0,58.141897086786244,21,0,1,0
France,0.07,0.2799239964580562,desktop,1,0,84.02088627967075,18,0,0,1
Australia,0.06,0.2711497830166045,desktop,0,1,45.71602245171869,8,0,1,0
Canada,0.05,0.07219716174115148,desktop,0,0,108.03028731244557,2,0,1,0
Netherlands,0.08,0.11709394836469572,desktop,0,0,64.03736792965591,0,0,1,1
Brazil,0.2,0.42217890735077435,tablet,0,0,280.2201312093701,18,1,1,1
Germany,0.05,0.2012523519455452,desktop,0,0,79.23238323113947,3,0,1,0
Japan,0.05,0.2500229158036151,desktop,0,0,114.31598515365877,14,0,1,0
Japan,0.05,0.10222189073931177,mobile,0,1,34.9925913324014,10,0,1,0
France,0.07,0.03213740166876997,desktop,0,1,114.56638945722325,18,0,1,0
United Kingdom,0.06,0.15208224008241286,desktop,0,0,113.67436533265924,20,1,1,1
Netherlands,0.08,0.20886448281223063,desktop,0,0,81.32305215767414,2,1,0,1
Romania,0.4,0.24895469263626627,mobile,0,0,88.45181375984926,11,0,0,1
Japan,0.05,0.13746933274174983,mobile,0,1,90.80659142630668,22,0,1,0
Brazil,0.2,0.009962727463988531,desktop,0,0,53.764747391132666,9,0,1,0
Pakistan,0.45,0.21548102646047665,mobile,0,0,75.10965974336276,19,0,1,1
Canada,0.05,0.26340452866330333,desktop,0,0,100.63557570046581,17,0,0,1
Australia,0.06,0.049711600452652834,mobile,0,1,39.422372715039096,20,0,1,0
France,0.07,0.19009785958619596,desktop,0,0,86.90893048996489,1,0,1,0
Pakistan,0.45,0.5346087940826124,mobile,1,0,181.625427027084,21,0,0,1
United States,0.05,0.41831510791728843,desktop,0,0,195.6843712401727,0,1,1,0
Canada,0.05,0.4613525645536666,desktop,0,0,174.54857384019508,2,1,0,1
Nigeria,0.55,0.23975556080092683,desktop,0,0,56.810458902978375,4,0,1,0
Germany,0.05,0.191742857464251,tablet,0,0,45.21151922958235,19,0,1,0
Netherlands,0.08,0.6106711448853863,desktop,0,0,200.42439818143248,3,0,1,0
Canada,0.05,0.4111377088431877,desktop,0,0,280.10540185985474,16,1,1,1
Indonesia,0.3,0.17612874905224077,tablet,1,0,59.97280728977561,7,0,0,1
Nigeria,0.55,0.11065730947397896,mobile,0,0,58.44989153387182,16,0,1,0
Germany,0.05,0.04162709112799044,mobile,0,0,107.95521363594183,16,0,1,0
Netherlands,0.08,0.25369628714668546,desktop,1,0,65.35142862517233,9,0,1,1
Canada,0.05,0.1547139193744837,desktop,0,0,103.26556914956713,23,0,1,0
Australia,0.06,0.21434414511355668,tablet,0,0,51.04547342487714,6,0,1,1
Japan,0.05,0.3916809183223803,desktop,0,0,183.0510652839015,1,1,0,1
Netherlands,0.08,0.07876705973033103,mobile,0,0,53.67858476921885,14,0,1,0
United States,0.05,0.1488131163210051,mobile,0,0,89.27863727705986,1,0,1,0
Germany,0.05,0.01479044375005029,tablet,0,0,68.5510446565249,6,0,1,0
Japan,0.05,0.22439705942981505,mobile,0,0,95.19171712755288,12,0,1,0
Australia,0.06,0.20577601803621814,desktop,0,1,77.75010065771258,22,1,1,1
France,0.07,0.2190199038689434,mobile,0,0,37.29693601482051,16,0,0,1
United States,0.05,0.46124580467874743,tablet,0,0,604.078435687725,14,1,1,1
Canada,0.05,0.10048188031737527,tablet,0,0,43.060252719128265,12,0,1,0
Netherlands,0.08,0.3201354810784023,desktop,0,0,83.20241322094196,8,0,1,0
United States,0.05,0.08897746765293546,desktop,0,0,89.5067181061989,19,0,1,0
Canada,0.05,0.2473014088355883,mobile,0,0,92.81588942293452,0,1,0,1
Russia,0.6,0.020281922204344664,mobile,1,1,70.59784683350776,3,0,1,1
United States,0.05,0.3903486486356842,desktop,0,0,188.70022660427338,3,0,1,0
Japan,0.05,0.6371601755206885,desktop,0,0,174.4738233782149,14,1,0,1
Germany,0.05,0.11278318987833863,desktop,1,0,84.98718800657774,6,0,1,0
Netherlands,0.08,0.13281277600457161,desktop,0,0,69.1383368856056,1,0,1,0
Japan,0.05,0.04719110766418305,desktop,0,0,75.93823755563838,3,0,1,1
Nigeria,0.55,0.3003204061814386,tablet,0,0,38.06235739912848,15,1,1,1
United Kingdom,0.06,0.23772872547062826,mobile,0,0,75.42820376893948,13,0,1,1
France,0.07,0.1633255529047249,desktop,1,1,70.95633879850999,12,0,1,1
Netherlands,0.08,0.3328831905830789,mobile,0,0,48.208957491545526,17,0,1,1
Germany,0.05,0.21065155956819506,desktop,0,0,88.66762185702831,12,0,1,0
Germany,0.05,0.298266997330956,mobile,0,0,61.992081174290064,21,0,0,1
United States,0.05,0.16398996260790655,mobile,0,1,79.8533247166292,13,0,0,1
Romania,0.4,0.5307538448527842,desktop,0,0,285.94532950811197,15,1,0,1
Japan,0.05,0.04254273972488362,tablet,1,0,82.6884825876527,7,0,1,1
Australia,0.06,0.19264208219299706,desktop,0,0,46.09597622085169,13,0,1,1
Japan,0.05,0.28904579246434214,mobile,0,0,64.42897848809648,4,0,1,1
France,0.07,0.36814680517456694,tablet,0,0,155.29264325751456,5,0,1,0
France,0.07,0.12411285389637997,mobile,0,0,120.11350682300082,23,0,1,0
France,0.07,0.2423841617079141,desktop,0,0,98.69970920473756,20,0,1,0
Australia,0.06,0.10028101423799557,desktop,0,0,81.12683244443724,9,0,1,0
United Kingdom,0.06,0.3456031444510075,desktop,0,0,52.152961866079934,7,0,1,0
Vietnam,0.35,0.13566813870665428,desktop,0,0,69.63030638670077,14,0,1,0
Netherlands,0.08,0.22454269878169075,desktop,0,0,63.5702904143174,16,0,1,0
Canada,0.05,0.13149453701796374,desktop,1,0,71.54719732069226,0,0,0,0
Australia,0.06,0.14164309111006196,mobile,0,0,44.42185417577982,17,0,1,0
United Kingdom,0.06,0.2710766109892588,desktop,0,0,102.93259866097621,0,0,1,0
Indonesia,0.3,0.4898681352226627,desktop,0,1,202.99201019110765,1,0,0,1
Brazil,0.2,0.34991417069986896,mobile,0,0,99.48314956402066,11,0,1,0
India,0.18,0.19168315122785512,desktop,0,0,100.15110083708618,15,0,1,0
Canada,0.05,0.1838539938657118,mobile,1,0,166.3997784254315,8,0,0,1
United Kingdom,0.06,0.062010163008007414,mobile,0,0,67.5301127674822,22,0,1,0
United Kingdom,0.06,0.03826468345453114,desktop,0,0,61.43650949256603,9,0,1,0
United States,0.05,0.11546021271154636,desktop,0,0,76.87042298693076,16,0,1,0
United Kingdom,0.06,0.34997089719153074,mobile,0,0,89.65208864358796,12,0,1,0
United States,0.05,0.08330233276722822,desktop,0,0,71.40867228825238,11,1,1,0
Pakistan,0.45,0.15163205347679812,desktop,0,0,48.71234586333945,7,0,1,0
United States,0.05,0.2358551615086257,mobile,0,0,89.61173279486998,9,0,1,0
United Kingdom,0.06,0.29200708168514283,mobile,0,0,73.68284260808353,8,0,1,0
Netherlands,0.08,0.2997366324106787,desktop,1,0,51.786807127697905,3,1,0,1
Australia,0.06,0.12038853172261349,desktop,1,0,41.73358447374817,17,0,1,0
Netherlands,0.08,0.2024441248451975,mobile,0,0,174.88363136560557,5,0,1,1
Australia,0.06,0.11091960256142025,desktop,0,0,98.61419577299053,0,0,1,0
Nigeria,0.55,0.15452659382500694,mobile,0,0,89.63843741643703,21,0,1,0
Australia,0.06,0.10722499336440393,desktop,0,0,70.79286982876167,16,0,1,0
France,0.07,0.21899680236616012,desktop,0,0,93.83103249976338,9,0,1,0
Japan,0.05,0.24459060802918722,desktop,0,0,50.99361015853717,17,1,1,1
France,0.07,0.2562111965525201,mobile,0,0,79.02697477445396,3,0,1,0
Canada,0.05,0.06990042853731022,desktop,0,0,80.24210579759718,8,0,1,0
France,0.07,0.17103019439546271,tablet,0,0,51.4372195290029,9,0,0,0
United Kingdom,0.06,0.10750730912899328,mobile,0,0,71.05428685646095,11,0,1,0
Netherlands,0.08,0.07729398263849688,mobile,0,0,63.78593707218285,10,0,1,0
Germany,0.05,0.07658362442113788,mobile,0,0,56.40833360123237,10,0,1,0
United Kingdom,0.06,0.2420385630845403,desktop,0,0,61.032234337301816,8,0,1,0
Germany,0.05,0.3758382825235639,desktop,0,0,298.301715885074,9,1,1,1
Netherlands,0.08,0.07578992829793951,desktop,1,0,106.90944041091392,0,0,1,0
Canada,0.05,0.11366081942985992,desktop,1,0,127.33390491294602,0,0,1,1
Japan,0.05,0.4021343306659659,desktop,0,1,240.7590839181627,8,1,0,1
Netherlands,0.08,0.03765250197890864,mobile,0,0,108.68971932827908,16,0,1,1
United States,0.05,0.09341238119089584,mobile,0,0,72.87865773892426,21,0,1,0
Netherlands,0.08,0.1974777963501657,desktop,0,0,73.43716103013169,21,0,1,0
Germany,0.05,0.19407431493373523,desktop,0,0,46.83576193465108,6,0,1,0
United Kingdom,0.06,0.5770379509187216,mobile,0,0,142.67478933123869,13,1,1,1
Japan,0.05,0.1434666915422922,mobile,0,0,88.80861971228559,8,0,1,0
Brazil,0.2,0.1534819281825133,tablet,0,0,52.38555997541231,1,0,0,1
Germany,0.05,0.20888880271724247,desktop,1,0,56.849561223531346,17,1,1,0
Australia,0.06,0.20074581860153026,desktop,0,0,61.69239759823524,1,0,0,0
Germany,0.05,0.018054529241414975,mobile,0,0,22.363982143421772,3,0,1,0
Australia,0.06,0.15986571839030592,desktop,0,0,82.6732790469592,20,0,1,1
Australia,0.06,0.17675525377011744,mobile,0,0,92.10587774227915,20,0,0,0
Australia,0.06,0.41826646031438747,desktop,0,0,433.7066031703479,14,0,1,0
Australia,0.06,0.09684476663082044,desktop,0,1,102.51325111559218,13,0,1,0
United Kingdom,0.06,0.11789063533471364,mobile,0,0,63.09172476827766,17,0,1,0
Japan,0.05,0.37007814805182954,mobile,0,0,138.92241804452627,12,0,1,0
Japan,0.05,0.045072639972632764,desktop,0,1,54.83473713921363,17,0,1,0
Japan,0.05,0.18135281906397782,mobile,0,0,68.13110880787218,3,0,0,1
United States,0.05,0.06238750740297428,mobile,0,0,65.8165590691088,23,0,1,0
France,0.07,0.2731312694538195,mobile,0,0,78.66536080861295,1,0,1,0
Canada,0.05,0.057900962454331135,tablet,1,0,67.77203685101816,17,0,1,0
United States,0.05,0.19399091702212856,mobile,0,0,71.09186751085437,20,0,1,0
Germany,0.05,0.03220571687458051,mobile,0,0,58.12143992632145,0,0,1,0
France,0.07,0.03392948601181897,mobile,0,0,63.21411535398477,5,0,1,0
Japan,0.05,0.4094625324944187,mobile,0,0,212.29773147397975,6,1,1,0
Germany,0.05,0.07190926772368224,tablet,0,0,97.59750034712822,10,1,1,0
Netherlands,0.08,0.19301719227129027,mobile,0,0,51.53731102402854,4,0,1,0
Australia,0.06,0.20668249476688597,desktop,0,0,62.070443282585636,12,0,1,0
Japan,0.05,0.23307891274644948,desktop,1,0,50.86041222378442,22,1,1,1
France,0.07,0.13873333965950418,mobile,1,0,89.9621128508483,0,0,0,0
France,0.07,0.1432441700938493,tablet,0,0,60.93577811413779,21,0,1,0
Australia,0.06,0.39472722132633253,desktop,0,0,396.3515910476894,16,1,1,1
India,0.18,0.4499629806232321,tablet,0,0,279.4241680300322,10,1,0,1
France,0.07,0.17738109843520358,desktop,0,1,56.73922536827079,13,0,1,0
France,0.07,0.08964486124276708,desktop,0,0,73.09943962606097,3,0,1,0
Australia,0.06,0.20839176835901718,tablet,0,0,98.61908260130383,21,0,1,1
Japan,0.05,0.044326563111481185,tablet,0,0,52.16210413338537,1,0,1,0
United States,0.05,0.18167349675972247,mobile,1,0,72.39898351063256,3,1,0,1
France,0.07,0.4140494240744145,tablet,0,0,143.34148734738247,16,1,1,1
France,0.07,0.12953312814565157,mobile,0,1,104.09829848246834,4,0,0,1
India,0.18,0.5429663430526265,mobile,1,0,292.2163502150807,1,1,1,1
France,0.07,0.20812588709362365,mobile,0,0,73.10661469001198,6,0,1,0
France,0.07,0.30895384938315124,desktop,0,0,47.735828035082676,13,0,1,0
Romania,0.4,0.27655699039422793,desktop,1,0,95.82930191779035,7,0,1,1
France,0.07,0.18805794349848967,desktop,1,0,100.18126537831921,20,0,1,0
United Kingdom,0.06,0.029269934733477367,desktop,0,0,56.36505766614472,22,0,1,0
United Kingdom,0.06,0.1503049677251013,desktop,0,1,77.77803530021718,10,0,1,0
United States,0.05,0.2259477582415354,desktop,0,0,90.54074275823618,13,0,1,0
United States,0.05,0.437598042504065,desktop,0,0,248.90568762429683,14,1,1,1
Canada,0.05,0.10758545211209335,mobile,0,0,84.51214065939836,6,0,0,1
Netherlands,0.08,0.21069148500347584,desktop,0,0,73.68922272658952,11,0,1,0
Japan,0.05,0.3685954685932849,desktop,0,0,69.79209870181437,5,0,1,1
United States,0.05,0.1723309711260561,desktop,0,1,71.25979814679548,23,0,1,0
Australia,0.06,0.48794027315175864,desktop,0,0,195.46067164427768,12,1,0,1
United Kingdom,0.06,0.11429535808196299,mobile,0,0,54.1245453464551,10,0,1,0
Russia,0.6,0.03273063778981359,mobile,0,0,102.14971616681622,4,0,0,1
United Kingdom,0.06,0.19528367407443395,mobile,0,0,42.9726147505498,3,0,1,0
Australia,0.06,0.09194075008649841,mobile,0,0,93.05753132018354,1,0,1,0
Canada,0.05,0.07396671893743116,tablet,0,0,102.58400251065204,7,1,1,0
Australia,0.06,0.1676723126684652,mobile,0,0,97.72539249241197,14,0,1,0
Canada,0.05,0.15441030909259587,desktop,0,0,81.01509356099982,22,0,1,0
Japan,0.05,0.4457400193643945,desktop,0,0,152.74174323380896,16,1,0,1
Germany,0.05,0.06663675142378808,mobile,0,0,64.06699772310753,3,0,1,0
Brazil,0.2,0.07239964398158452,mobile,0,0,49.71298797340519,1,1,0,1
France,0.07,0.39901884237592294,mobile,0,0,209.90545947178757,12,1,1,0
Japan,0.05,0.045940087415674756,desktop,0,0,75.50084389273285,12,0,1,0
Netherlands,0.08,0.24397024116877714,tablet,1,0,101.82847629526997,1,0,0,1
Pakistan,0.45,0.04722017930808176,desktop,0,0,70.14413734862781,13,0,1,1
Germany,0.05,0.30435531072739563,tablet,0,0,77.91609306880395,2,0,1,0
Germany,0.05,0.1218432853950364,desktop,0,0,81.49958744673928,15,0,1,0
Germany,0.05,0.1233066608802104,desktop,0,0,90.04752489928859,23,0,1,0
Germany,0.05,0.12577267569441428,desktop,0,0,102.72019173079704,0,0,1,1
Australia,0.06,0.18669823918126527,desktop,0,0,52.78318821006418,6,0,1,0
Pakistan,0.45,0.03867486868568084,desktop,1,0,94.21659536609087,19,0,0,1
Pakistan,0.45,0.09726695740357932,mobile,0,0,69.18615959377918,17,0,1,0
France,0.07,0.02870791522923441,desktop,1,0,92.28808641091975,12,0,1,0
Australia,0.06,0.057513729978368316,desktop,0,0,123.6512821934317,22,0,1,1
Netherlands,0.08,0.09826097206517213,desktop,0,1,35.235976842768856,9,1,1,0
India,0.18,0.13156736006695877,mobile,0,0,112.73702544545428,15,0,1,0
United Kingdom,0.06,0.4797739463553677,desktop,1,1,229.62664812319707,10,0,0,1
France,0.07,0.04583352145255335,desktop,0,0,54.63033827118447,23,0,1,0
Netherlands,0.08,0.4658732861461066,mobile,0,0,201.986014710587,10,0,1,0
Germany,0.05,0.21176094093422682,desktop,0,0,51.36728904029512,2,0,1,0
France,0.07,0.3471816079394952,tablet,0,0,88.02527041664841,20,0,1,1
Pakistan,0.45,0.17364688442556042,desktop,0,1,51.306451401237084,9,0,1,1
Pakistan,0.45,0.40209956182739137,mobile,0,0,322.1374511393816,16,1,0,1
Brazil,0.2,0.3203538620643078,mobile,0,1,93.89440384791621,9,0,1,1
Netherlands,0.08,0.1241626168904379,desktop,0,0,79.79847503045892,6,0,1,0
Germany,0.05,0.01621439155305914,mobile,0,1,36.13813139156534,5,0,1,0
Germany,0.05,0.01585695843119232,desktop,0,0,46.39103794966821,0,0,1,0
Australia,0.06,0.1764239632288231,desktop,0,0,71.6610209995201,2,0,1,1
Australia,0.06,0.1182264584544188,mobile,0,1,73.04045726299478,9,0,1,0
France,0.07,0.23273790114405604,tablet,0,0,102.40473875233162,18,0,1,0
Australia,0.06,0.5248767726657368,desktop,1,0,206.44699927925416,4,1,1,1
Canada,0.05,0.2835690719374113,mobile,0,0,56.502800782224384,16,0,1,0
Japan,0.05,0.06607012459757311,desktop,0,0,98.7883144961431,14,0,1,0
Canada,0.05,0.08780098290098062,desktop,0,0,65.49489932691007,16,0,1,0
Canada,0.05,0.18388047240157582,desktop,0,0,62.57955932576383,15,0,1,0
United Kingdom,0.06,0.38904567917825916,mobile,0,0,157.30413731060838,20,1,1,0
United Kingdom,0.06,0.18226962635719882,mobile,1,0,106.74932732201592,7,0,1,1
Netherlands,0.08,0.378729962220723,desktop,0,0,214.55328071013355,16,1,1,1
France,0.07,0.04020632851319395,tablet,0,1,108.07157877214523,20,0,1,0
Germany,0.05,0.11314864469318804,mobile,0,0,123.1021626258078,15,0,1,0
Japan,0.05,0.40850572922656286,desktop,0,0,290.91797222535473,23,1,1,1
Australia,0.06,0.10962777049138189,desktop,0,0,72.8683164429196,19,0,1,0
United States,0.05,0.20406998545266927,mobile,0,1,62.21139013007051,11,0,1,0
Germany,0.05,0.39129588077063593,desktop,0,0,364.78107399762206,18,1,1,1
United Kingdom,0.06,0.08434571639317318,desktop,0,1,146.777776082003,11,0,1,1
Japan,0.05,0.14219419362708657,desktop,0,0,68.4316326022354,21,0,1,0
Germany,0.05,0.06342351469358652,desktop,1,0,106.54917842067769,1,0,1,0
United States,0.05,0.18442292765171686,desktop,0,0,87.25545589040408,23,0,1,0
United States,0.05,0.10678547928025989,mobile,0,0,63.81348290929548,21,0,1,0
Australia,0.06,0.3132000651603023,mobile,1,0,67.45325867007638,7,1,1,1
United States,0.05,0.207844010645156,tablet,0,0,111.51838964914542,3,0,1,0
Netherlands,0.08,0.14735596312446705,mobile,0,0,74.5106560079774,13,0,1,0
United Kingdom,0.06,0.12464889801673859,desktop,0,0,62.876020374845886,15,0,1,1
Australia,0.06,0.038050050319239075,desktop,0,0,55.567289899932526,8,0,1,0
France,0.07,0.30815051354771467,desktop,0,0,82.43612134464995,15,0,1,0
France,0.07,0.19703233197641995,tablet,0,0,61.51238164025173,12,0,1,0
United States,0.05,0.13330190707589928,desktop,0,0,90.72752731003688,8,0,1,0
Netherlands,0.08,0.22196612653825584,desktop,0,0,179.5497751713637,11,0,1,0
Vietnam,0.35,0.08267908319290519,mobile,0,0,88.35235450119856,2,0,1,0
United States,0.05,0.18880025532963945,desktop,0,1,138.5784254006412,13,0,1,0
United Kingdom,0.06,0.33876684198510293,tablet,0,0,57.386512054663754,15,0,1,0
Brazil,0.2,0.1864109948933134,desktop,0,0,93.63389565423304,23,0,1,0
Australia,0.06,0.12089962078319963,desktop,0,0,114.3738002543787,8,0,1,1
United Kingdom,0.06,0.16950097697800048,tablet,0,0,119.45480827043818,2,0,1,0
United Kingdom,0.06,0.3577787189674035,desktop,0,0,115.3240329475341,3,0,1,0
Japan,0.05,0.08979277170411126,desktop,0,0,74.12878422986984,21,0,1,0
Japan,0.05,0.1392880462034635,mobile,0,0,100.63207095068799,21,0,1,0
Australia,0.06,0.1797186078587183,mobile,0,1,51.616796004291906,18,0,1,0
Romania,0.4,0.01719173024707561,desktop,1,0,129.34628603557948,11,1,0,1
France,0.07,0.13057458877191666,desktop,0,0,52.81242985274607,23,0,1,0
Germany,0.05,0.36457363408644283,desktop,1,0,114.31391888025176,16,0,0,1
France,0.07,0.018310980245048326,desktop,0,0,106.19137568323126,5,0,1,1
Canada,0.05,0.08165112519506795,desktop,1,0,105.95547271578563,7,0,1,0
Germany,0.05,0.09118573427399738,desktop,0,0,151.85918410259842,22,0,1,0
United States,0.05,0.07899351841934545,mobile,0,0,106.52085809213207,3,0,1,0
Canada,0.05,0.06865807039587728,mobile,0,0,46.32559609499216,17,0,1,0
Japan,0.05,0.11546245397419132,desktop,0,0,90.59955007721936,0,0,1,0
United States,0.05,0.4127500386578106,desktop,0,0,341.4406984840281,16,1,1,1
France,0.07,0.041444624187527195,desktop,0,0,71.3862092466815,8,0,1,0
Australia,0.06,0.05050983406649481,desktop,0,0,63.570938456995435,0,0,1,1
